date-time,latitude,longitude,depth,RMS,Nphs,errH,errZ,Mamp,errOT,stderrX,stderrY,publicId
2016-10-21T12:15:17.390000Z,42.891,13.24233,2.809,0.08578,12,0.337,0.3217,0.0,0.02696,0.1834,0.2822,8604041
2016-10-21T12:27:47.090000Z,42.8155,13.20983,10.66,0.04348,39,0.176,0.2627,0.0,0.01462,0.1124,0.1349,8604111
2016-10-21T12:47:29.410000Z,42.78183,13.19733,5.522,0.04531,22,0.243,0.4454,0.0,0.01972,0.1486,0.1924,8604181
2016-10-21T12:48:35.640000Z,42.87633,13.21517,1.174,0.1114,15,0.268,0.2307,0.0,0.02387,0.1714,0.2062,8604241
2016-10-21T12:54:19.970000Z,42.7785,13.1785,6.866,0.04803,13,0.319,0.7285,0.0,0.02594,0.1709,0.269,8604281
2016-10-21T12:57:39.580000Z,42.8765,13.07185,3.689,0.0378,14,0.278,0.327,0.0,0.02524,0.1815,0.2112,8604311
2016-10-21T13:48:13.690000Z,42.759,13.01193,6.116,0.0361,16,0.304,0.5928,0.0,0.0235,0.1623,0.2566,8604641
2016-10-21T13:49:10.740000Z,42.86817,13.16118,3.865,0.0357,19,0.247,0.313,0.0,0.02119,0.1592,0.1894,8604681
2016-10-21T14:31:39.770000Z,42.77217,13.13703,9.56,0.02757,10,0.477,0.6838,0.0,0.02804,0.2256,0.4208,8605011
2016-10-21T14:43:30.990000Z,42.88133,13.17667,1.827,0.07417,19,0.206,0.2566,0.0,0.02049,0.1295,0.1604,8605081
2016-10-21T14:45:17.400000Z,42.72667,13.19867,2.478,0.08394,8,0.405,1.095,0.0,0.03335,0.1805,0.362,8605101
2016-10-21T14:57:22.420000Z,42.76933,13.11892,9.147,0.0428,17,0.269,0.6669,0.0,0.02339,0.1662,0.2119,8605151
2016-10-21T14:59:50.810000Z,42.84283,13.05842,4.637,0.03074,28,0.204,0.2553,0.0,0.01734,0.1364,0.1516,8605201
2016-10-21T15:17:14.780000Z,42.76267,13.15438,3.038,0.06767,24,0.258,0.6123,0.0,0.01933,0.1543,0.2071,8605321
2016-10-21T15:39:01.840000Z,42.7885,13.22083,3.605,0.07025,13,0.385,0.7935,0.0,0.02645,0.2347,0.3051,8605481
2016-10-21T15:55:18.390000Z,42.8775,13.11947,2.018,0.04693,11,0.297,0.7525,0.0,0.03018,0.1953,0.2231,8605581
2016-10-21T16:05:07.181000Z,42.80217,13.21,5.634,0.06467,26,0.201,0.3677,0.0,0.0184,0.1279,0.155,8605631
2016-10-21T16:15:58.640000Z,42.851,13.1086,5.458,0.07014,12,0.435,0.8701,0.0,0.03245,0.2476,0.3575,8605741
2016-10-21T16:18:23.740000Z,42.78133,13.20583,5.556,0.05854,28,0.197,0.3271,0.0,0.0173,0.1213,0.1555,8605771
2016-10-21T16:24:35.690000Z,42.86933,13.07892,3.476,0.05028,21,0.236,0.2237,0.0,0.02008,0.1514,0.1811,8605861
2016-10-21T16:26:39.340000Z,42.77267,13.13892,11.02,0.05214,11,0.42,0.8945,0.0,0.02657,0.2099,0.3643,8605911
