date-time, latitude, longitude, depth, RMS, Nphs, Gap, Dist, errH, errZ, Mamp, Mdur, expect_lat, expect_lon, expect_z, EllipsoidAz1, EllipsoidDip1, EllipsoidLen1, EllipsoidAz2, EllipsoidDip2, EllipsoidLen2, EllipsoidLen3, minHorUnc, maxHorUnc, azMaxHorUnc, pdfVolume, mech_strike, mech_dip, mech_rake, mech_misfit, mech_Nobs, publicId
2016-10-30T01:57:08.214413, 42.8531, 13.0674, 7.6797, 0.0519482, 28, 80.0, 5.75296, 0.291391, 0.6206888, -9.9, -9.9, 42.8531, 13.0673, 7.7126, 248.994, -1.46161, 0.274569, 339.142, -5.75455, 0.354335, 0.7722394, 0.222085, 0.291391, 157.737, 0.1536582, -999.0, -99.0, -99.0, -1.0, -1, 8852671
2016-10-30T01:59:16.848810, 42.8228, 13.0925, 8.0547, 0.0398611, 30, 59.0, 8.65373, 0.261608, 0.6608997, -9.9, -9.9, 42.8226, 13.0927, 8.0248, 327.394, -9.75738, 0.272216, 237.823, 2.49424, 0.320076, 0.8301508, 0.242545, 0.261608, 39.147, 0.07412062, -999.0, -99.0, -99.0, -1.0, -1, 8852781
2016-10-30T01:59:51.773302, 42.9245, 13.0583, 7.5078, 0.0439886, 28, 63.0, 4.24124, 0.317973, 0.55726653, -9.9, -9.9, 42.9246, 13.0584, 7.5662, 4.79612, -7.5593, 0.251507, 272.878, -14.1563, 0.361424, 0.7118973, 0.21185, 0.317973, 102.754, 0.1237056, -999.0, -99.0, -99.0, -1.0, -1, 8852801
2016-10-30T02:03:50.413761, 42.7786, 13.1053, 8.1172, 0.148328, 42, 54.0, 5.79878, 0.508347, 0.97393644, -9.9, -9.9, 42.7773, 13.1061, 8.1332, 61.2527, -2.55972, 0.325241, 330.903, -7.78042, 0.613364, 1.216046, 0.265673, 0.508347, 152.567, 0.2017998, -999.0, -99.0, -99.0, -1.0, -1, 8852921
2016-10-30T02:05:29.736588, 42.9042, 13.1603, 1.9199, 0.0711709, 58, 28.0, 2.47583, 0.172777, 0.17956467, -9.9, -9.9, 42.9039, 13.1600, 1.9336, 305.975, 1.71236, 0.104701, 217.568, -42.9141, 0.147592, 0.2711766, 0.0845808, 0.172777, 34.7062, 0.002956269, -999.0, -99.0, -99.0, -1.0, -1, 8853061
2016-10-30T02:07:02.782515, 42.8695, 13.0571, 8.1992, 0.0470098, 48, 57.0, 3.8974, 0.476643, 0.30399597, -9.9, -9.9, 42.8688, 13.0570, 8.1556, 268.884, 8.7602, 0.151539, 159.98, 64.562, 0.307531, 0.6307588, 0.127311, 0.476643, 1.9241, 0.01126975, -999.0, -99.0, -99.0, -1.0, -1, 8853121
2016-10-30T02:08:02.167816, 42.8715, 13.1515, 2.9492, 0.0729548, 53, 44.0, 3.41015, 0.10734, 0.17599395, -9.9, -9.9, 42.8713, 13.1517, 2.9299, 253.689, 11.2634, 0.0995372, 161.36, 11.5329, 0.12634, 0.2246435, 0.08509, 0.10734, 175.771, 0.00668485, -999.0, -99.0, -99.0, -1.0, -1, 8853191
2016-10-30T02:08:41.390728, 42.9481, 13.1208, 8.7578, 0.0758243, 44, 53.0, 5.99633, 0.21324, 0.45428526, -9.9, -9.9, 42.9480, 13.1208, 8.7419, 15.2812, -4.22501, 0.245282, 285.179, -1.38501, 0.263854, 0.5641696, 0.200242, 0.21324, 108.37, 0.07492296, -999.0, -99.0, -99.0, -1.0, -1, 8853231
2016-10-30T02:11:48.836784, 42.8549, 13.1559, 2.2148, 0.0569626, 51, 36.0, 2.62359, 0.105186, 0.17340098, -9.9, -9.9, 42.8548, 13.1559, 2.2216, 61.1484, 0.625116, 0.0964048, 151.141, -0.687537, 0.130295, 0.2148402, 0.0778355, 0.105186, 151.177, 0.005189112, -999.0, -99.0, -99.0, -1.0, -1, 8853331
2016-10-30T02:13:42.721069, 42.8944, 13.1644, 2.1211, 0.0791061, 37, 68.0, 2.76147, 0.220406, 0.20555328, -9.9, -9.9, 42.8950, 13.1637, 2.0820, 227.958, 0.440413, 0.155546, 318.531, 52.4094, 0.22524, 0.2977829, 0.125561, 0.220406, 137.798, 0.01836089, -999.0, -99.0, -99.0, -1.0, -1, 8853421
